Updated at 17:45:55;Constituent Name;Constituent RIC;NCAIS;ESG_Grade_01/01/2021;ESG_Grade_01/01/2022;ESG_Grade_01/01/2023;ESG_Grade_01/01/2024;ESG_Score_01/01/2021;ESG_Score_01/01/2022;ESG_Score_01/01/2023;ESG_Score_01/01/2024;Social_Score_01/01/2021;Social_Score_01/01/2022;Social_Score_01/01/2023;Social_Score_01/01/2024;Governance_Score_01/01/2021;Governance_Score_01/01/2022;Governance_Score_01/01/2023;Governance_Score_01/01/2024;Environment_Score_01/01/2021;Environment_Score_01/01/2022;Environment_Score_01/01/2023;Environment_Score_01/01/2024;Controversies_Score_01/01/2021;Controversies_Score_01/01/2022;Controversies_Score_01/01/2023;Controversies_Score_01/01/2024
.SPX;O'REILLY AUTOMOTIVE ORD;ORLY.OQ;44-45;C;C;C+;C+;37,78979291;38,77829341;43,16424183;43,16424183;36,46643357;33,33910562;30,87383373;30,87383373;52,15135026;56,96715785;70,63947492;70,63947492;12,00747672;14,48764853;15,52579365;15,52579365;100;100;100;100
.SPX;OTIS WORLDWIDE CORP ORD;OTIS.N;31-33;B;B;B;B;59,56037097;66,16754545;62,9992443;62,9992443;53,58438862;63,46193334;61,4429212;61,4429212;87,06007906;92,94227282;87,95398835;87,95398835;43,17326162;46,81140439;43,90405136;43,90405136;100;100;100;100
.SPX;OCCIDENTAL U ORD;OXY.N;21;A-;A-;A-;A-;75,97556989;76,2220591;75,35503559;75,35503559;85,00283347;83,48267862;83,00185721;83,00185721;79,61787661;82,45474492;85,24263613;85,24263613;62,51584709;63,1442473;59,31564984;59,31564984;25;45,37037037;17,81609195;17,81609195
.SPX;PALO ALTO NETWORKS ORD;PANW.OQ;54;C-;C;C+;C+;26,14370699;39,73577194;47,92721947;44,10478693;51,91348303;59,6158303;70,11414034;68,30387068;7,035149198;27,26680526;28,67401407;21,70082379;15,87009804;24,23586377;48,41989052;49,32433109;100;74,16666667;100;28,78787879
.SPX;PARAMOUNT GLOBAL CLASS B ORD;PARA.OQ;51;B+;B+;B+;B+;73,12868181;71,09066664;69,84007192;69,84007192;82,34138231;81,29058239;79,89541484;79,89541484;66,15659224;62,30950772;59,61456031;59,61456031;57,65478358;57,1444762;60,79800222;60,79800222;100;1,923076923;31,25;31,25
.SPX;PAYCOM SOFTWARE ORD SHS;PAYC.N;51;C-;C+;B;B;30,13754312;44,70939413;65,10656272;65,10656272;53,77764977;70,59823;73,53981736;73,53981736;18,82204756;32,68372295;61,6994575;61,6994575;0;10,48441734;52,25701588;52,25701588;100;100;15,90909091;15,90909091
.SPX;PAYCHEX ORD;PAYX.OQ;54;C+;B-;B;B;46,80214214;54,16370395;59,26737297;60,17050665;51,27204354;61,49306107;59,91151437;61,03556937;36,52988919;35,38498393;53,54921974;52,50835361;53,31744538;67,6114616;66,26034964;69,53735684;100;100;100;100
.SPX;PACCAR ORD;PCAR.OQ;31-33;B+;B+;B;B;67,28118259;67,4296114;66,4298575;66,4298575;48,2606071;48,88013812;51,30225917;51,30225917;71,24158251;71,54295642;66,48337325;66,48337325;84,7625892;84,268841;82,91356293;82,91356293;100;100;100;100
.SPX;PG&E ORD;PCG.N;22;A-;A-;A-;A-;76,66257323;78,96285764;79,88511871;79,88511871;87,84267113;92,64667215;89,92241097;89,92241097;51,95567058;47,79546647;60,05096779;60,05096779;82,64655875;86,83252369;83,87668988;83,87668988;2,272727273;10;1,086956522;1,086956522
.SPX;PUBLIC SRVCE ENT ORD;PEG.N;22;B+;B;B;B;69,02133805;61,81408651;63,17076071;63,17076071;67,97693326;61,51013042;55,61210108;55,61210108;56,97894895;52,71816182;79,37053694;79,37053694;76,54320988;67,10941711;60,18981771;60,18981771;100;83,33333333;100;100
.SPX;PEPSICO U ORD;PEP.OQ;31-33;A;A;A;A;89,76720078;88,59510276;84,94368266;84,94368266;91,22424386;89,7496473;87,62176234;87,62176234;95,59146842;93,15420354;91,01580604;91,01580604;82,68086081;83,0266195;75,7796707;75,7796707;91,17647059;80,76923077;20,58823529;20,58823529
.SPX;PFIZER ORD;PFE.N;31-33;A-;A-;A-;A-;80,5638151;77,76985847;79,42051421;79,42051421;90,59400982;90,14709414;89,62901721;89,62901721;67,87051646;58,20610348;59,6440292;59,6440292;77,43253764;79,22440014;85,58475658;85,58475658;18,62745098;14,38356164;9,027777778;9,027777778
.SPX;PRINCIPAL FINL ORD;PFG.OQ;52;B;B+;B+;B+;61,44678055;68,25329048;69,21021252;69,21021252;74,76064;75,18164329;77,44707489;77,44707489;45,37617982;56,74576638;56,61544438;56,61544438;77,53940079;87,10967398;88,00753079;88,00753079;100;100;100;100
.SPX;PROCTERGAMBLE ORD;PG.N;31-33;B+;B+;B-;B-;71,18746893;71,73788344;55,049426;55,049426;77,97629298;79,356103;50,2039768;50,2039768;42,18246583;43,47116158;50,18722545;50,18722545;86,99198082;85,1914006;69,33333333;69,33333333;100;100;6,25;6,25
.SPX;PROGRESSIVE ORD;PGR.N;52;C+;B-;B-;B-;49,3865175;56,9894111;56,74086392;56,74086392;55,48102245;52,15708812;49,95528941;49,95528941;55,49131151;78,9605136;80,98163552;80,98163552;9,741368162;7,989234047;7,768059877;7,768059877;100;100;100;100
.SPX;PARKER HANNIFIN ORD;PH.N;31-33;B;B;B-;B;63,17911861;59,27139527;57,70672337;63,36410514;61,38857543;59,95427783;54,08715356;58,86881852;59,2680818;43,24063956;50,35902988;60,75335878;68,39465015;71,88424593;67,78451644;70,45124397;100;100;100;68,05555556
.SPX;PULTEGROUP ORD;PHM.N;23;B-;B-;B;B;51,58463435;54,96345216;59,58786734;59,58786734;56,48852301;65,24840063;63,48433364;63,48433364;65,11646266;64,63216438;69,5803764;69,5803764;35,26572111;35,13129974;47,20558047;47,20558047;100;100;7,894736842;7,894736842
.SPX;PACKAGING CORP OF AMERICA ORD;PKG.N;31-33;B+;B+;B+;B+;69,30243584;69,36412775;69,5962576;69,5962576;65,89920709;68,84809549;64,74749494;64,74749494;70,84527435;64,53266279;70,50674436;70,50674436;72,05705119;73,08533621;74,36069599;74,36069599;100;100;68,75;68,75
.SPX;PROLOGIS REIT;PLD.N;53;A-;A-;B+;B+;78,27054521;76,14219235;71,72067509;73,01700906;87,13742532;75,95571088;73,33078354;66,71172411;68,04419965;73,74366576;67,15424761;79,02362869;79,90025694;78,34814547;74,33900185;72,94273106;100;100;100;100
.SPX;PHILLIP MORRIS ORD;PM.N;31-33;A;A-;A;A;87,57430475;81,92785682;86,78392538;86,78392538;87,58295183;87,86641702;88,52340783;88,52340783;80,43260868;58,32083531;75,97034358;75,97034358;94,05317368;94,06104698;93,88223691;93,88223691;14,47368421;47,72727273;21,23287671;21,23287671
.SPX;PNC FINL SVC ORD;PNC.N;52;B+;A-;B+;B+;74,55433926;77,50570678;71,37373833;71,37373833;73,41945916;74,6956078;72,63480461;72,63480461;83,09026678;83,90688944;71,32951577;71,32951577;57,12355195;71,18197999;67,140622;67,140622;100;100;45,67901235;45,67901235
.SPX;PENTAIR PLC;PNR.N;31-33;B-;B;B;B;55,22166576;63,89378471;60,79723601;60,79723601;57,06129729;73,56844723;70,83894028;70,83894028;37,27530625;47,22201608;31,03709408;31,03709408;68,16699756;67,21646063;74,62586259;74,62586259;100;100;100;100
.SPX;PINNACLE WEST ORD;PNW.N;22;B+;B;B+;B+;66,66748413;63,41968627;69,23115304;69,23115304;66,77173346;61,30316811;66,49490274;66,49490274;54,49231809;49,98381481;41,46264818;41,46264818;73,74962642;72,94165395;87,65799436;87,65799436;100;100;100;100
.SPX;INSULET ORD;PODD.OQ;31-33;B+;B+;B;B;72,26336115;68,61959712;63,60996335;63,60996335;67,38763204;65,20529399;62,60276487;62,60276487;87,82881989;78,46421669;68,35465809;68,35465809;52,66532809;57,15719614;56,28449891;56,28449891;81,81818182;100;45,16129032;45,16129032
.SPX;POOL ORD;POOL.OQ;42;C+;C+;B-;B-;45,07241015;48,92747681;50,77030092;50,77030092;26,44325961;33,26424814;35,51464005;35,51464005;83,44115276;83,86689781;82,96952649;82,96952649;10,71308912;12,73123679;20,509679;20,509679;100;100;100;100
.SPX;PPG INDUSTRIES ORD;PPG.N;31-33;A-;A-;A-;A-;79,78917244;79,02264906;79,16798298;79,16798298;75,24535842;75,78819002;79,79866799;79,79866799;80,47237077;79,02776009;68,16214587;68,16214587;83,76051702;82,12198874;84,79279981;84,79279981;100;100;100;100
.SPX;PPL ORD;PPL.N;22;B;B-;B;B;58,38347469;50,45691086;60,23020577;60,23020577;68,16888754;69,30786268;68,14532367;68,14532367;84,36596562;52,64301741;89,06075079;89,06075079;36,15666949;34,23146411;37,91045725;37,91045725;100;100;58,33333333;58,33333333
.SPX;PRUDENTIAL FINL ORD;PRU.N;52;A-;B;B+;B+;75,8704695;63,56073857;70,3661134;70,3661134;77,59817766;75,9744631;75,97567078;75,97567078;72,74766299;44,99135443;61,53673565;61,53673565;79,19191045;75,82085513;77,22079579;77,22079579;100;100;72,54901961;72,54901961
.SPX;PUBLIC STORAGE REIT;PSA.N;53;C+;B;B;B+;45,34696623;61,53421253;66,24558367;67,9002114;42,21252121;73,57228505;75,32733144;71,90057658;74,26908944;43,56934547;50,30315963;63,05742397;23,07905687;67,24488783;72,60187394;68,83183055;100;100;100;100
.SPX;PHILLIPS 66 ORD;PSX.N;31-33;A-;B+;B+;B+;75,53122407;74,52170116;69,5274554;69,5274554;71,41979075;66,62612536;63,8502572;63,8502572;68,80779486;71,93705752;53,45619182;53,45619182;85,11450949;85,88426057;87,38809201;87,38809201;90,47619048;45,37037037;24,71264368;24,71264368
.SPX;PTC INC;PTC.OQ;51;C;C;B-;B;37,43218611;40,70142156;57,48773922;59,56790726;33,01224819;32,56480415;82,8089361;64,59319895;52,4678996;59,91837969;47,460947;67,82841069;0;0;18,22916667;17,60844749;100;100;100;100
.SPX;QUANTA SERVICES ORD;PWR.N;23;C+;B+;B+;B+;46,21994248;68,23463046;74,1564521;74,1564521;48,06640408;58,39909812;56,49161495;56,49161495;70,90588472;88,13877945;87,65875025;87,65875025;26,76997389;63,69679396;81,89639632;81,89639632;100;100;100;100
.SPX;PIONEER NATIONAL RESOURCE ORD;PXD.N;21;B-;B-;B+;B+;53,09615781;53,52861614;70,13346644;70,13346644;50,94732383;51,79649486;50,91929231;50,91929231;85,51677778;86,4894631;92,87682004;92,87682004;33,60397643;33,1614134;77,98932345;77,98932345;100;100;45,40229885;45,40229885
.SPX;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;PYPL.OQ;51;B+;A-;A-;A-;74,45150577;82,19521932;79,8032003;79,8032003;72,72163175;82,77756077;82,18906508;82,18906508;86,06890442;91,31599465;88,10535128;88,10535128;61,01292852;68,10253603;63,58783463;63,58783463;100;6,52173913;8,771929825;8,771929825
.SPX;QUALCOMM ORD;QCOM.OQ;31-33;B;B+;B+;B+;62,57151005;69,59118504;69,54084135;70,92984634;78,23905798;79,11272849;84,23074483;87,61299443;37,61898618;57,56740795;47,09865028;48,08378816;61,82240153;66,51887702;68,04404997;67,02889952;3,333333333;5,555555556;10,71428571;15
.SPX;QORVO INC.;QRVO.OQ;31-33;B;B-;B;B;59,32506572;58,22217197;61,22370046;64,2867591;63,47326702;59,31607412;53,96396271;56,48208519;61,29848884;63,51755416;77,46933226;77,71581509;51,97676967;52,30523804;57,66781335;63,82730573;100;100;100;100
.SPX;ROYAL CARIBBEAN GROUP ORD;RCL.N;48-49;B+;B+;B+;B+;71,74847515;69,91776311;71,17488186;71,17488186;80,15941278;78,45640166;77,86219538;77,86219538;50;50;50;50;81,89521814;77,81754677;83,55700585;83,55700585;65,11627907;100;79,36507937;79,36507937
.SPX;REGENCY CENTERS REIT;REG.OQ;53;A-;A-;A-;A-;78,35478599;82,90218925;80,29427699;80,29427699;91,72527301;95,32668139;94,70172668;94,70172668;73,16203991;71,42158479;63,56209506;63,56209506;72,04565259;82,7439494;83,04158055;83,04158055;100;100;100;100
.SPX;REGENERON PHARMACEUTICALS ORD;REGN.OQ;54;B+;B+;B+;B+;73,02500918;67,71842789;70,81766766;70,81766766;95,96984078;96,81008753;96,58035459;96,58035459;44,64432745;30,64701356;40,04095474;40,04095474;84,23809524;83,56694787;81,77373159;81,77373159;83,33333333;92,85714286;87,83783784;87,83783784
.SPX;REGIONS FINANCL ORD;RF.N;52;B;B;A-;A-;65,86852779;64,65222673;79,76397664;79,76397664;71,86185192;75,86378609;77,43559207;77,43559207;54,77400334;44,45601006;83,78168478;83,78168478;72,96116692;76,52517506;77,73969763;77,73969763;100;100;100;100
.SPX;ROBERT HALF ORD;RHI.N;56;A-;A-;A-;A-;76,13282478;79,51749139;80,39758287;80,39758287;78,71354789;80,48189279;87,26865357;87,26865357;82,69577128;87,4761803;81,5777108;81,5777108;62,04634316;66,38752053;66,16925518;66,16925518;100;100;100;100
.SPX;RAYMOND JAMES ORD;RJF.N;52;C+;C+;B+;B;43,89176973;47,24823673;69,30466913;61,85322835;51,67464115;52,82277605;64,89187392;60,69175574;37,61388977;41,25251915;69,46500003;57,26574242;42,91069451;51,54266614;81,19143408;80,41417842;100;61,66666667;100;73,95833333
.SPX;RALPH LAUREN CL A ORD;RL.N;44-45;B+;B;A-;A-;69,27277213;61,96247336;77,78064527;80,5315648;68,88118999;80,686893;90,40245212;88,69837485;66,47524933;15,19515481;51,76395419;64,35263585;74,83374541;81,11059263;81,99066907;82,22156011;100;100;75;69,23076923
.SPX;RESMED ORD;RMD.N;31-33;B+;B+;B+;B+;66,89605029;72,73223529;72,76583728;72,03820164;81,29135249;81,07045067;82,25391777;86,26134236;48,30060417;61,37571748;57,89292961;50,10243118;66,12811791;73,54195147;77,86641233;78,91384842;87,5;100;100;79,83870968
.SPX;ROCKWELL AUTOMAT ORD;ROK.N;31-33;C;B-;B;B;39,36650429;56,30958326;60,15528701;62,73626795;46,90943101;60,40261558;62,86369332;61,91022829;18,37297747;26,69023919;33,44526422;44,71180176;48,61976412;76,5203532;79,45445466;78,65918125;100;100;100;100
.SPX;ROLLINS ORD;ROL.N;56;D+;D+;D+;D+;23,8549595;21,79714703;22,62590966;22,62590966;27,63040113;34,94179661;37,79782918;37,79782918;33,21543732;16,94375544;16,01356908;16,01356908;3,591169149;4,736361978;4,377336763;4,377336763;100;100;100;100
.SPX;ROPER TECHNOLOGIES INC;ROP.OQ;31-33;B;B-;B;B;61,39242455;56,24055739;59,02957901;59,02957901;53,02389213;52,24567766;47,10081214;47,10081214;76,21244452;65,64836875;72,28548657;72,28548657;36,01314549;36,34797058;49,08319949;49,08319949;100;100;100;100
.SPX;ROSS STORES ORD;ROST.OQ;44-45;C;B;B-;B;39,65436154;59,19258096;56,54313699;61,8074693;46,34597902;59,63715681;57,21275783;58,07769575;28,5289699;65,47622254;59,8936441;73,6405515;47,03488372;45,63735147;48,35407648;46,42969056;100;100;100;80,95238095
.SPX;REPUBLIC SVCS ORD;RSG.N;56;B+;B+;A-;A-;74,93649296;72,43292187;78,13579294;78,13579294;62,00795204;65,86280897;67,1161392;67,1161392;86,28857391;73,36273072;81,4954792;81,4954792;82,318952;83,09768675;93,45148208;93,45148208;100;100;100;100
.SPX;RAYTHEON TECHNOLOGIES CORPORD;RTX.N;31-33;B;B;B+;B+;65,33176166;64,61761271;72,6287365;72,6287365;62,23904302;66,9346421;73,62825196;73,62825196;67,55225274;54,48068938;70,75765856;70,75765856;68,02066281;74,15769624;73,33261722;73,33261722;18,75;40;6,666666667;6,666666667
.SPX;REVVITY ORD;RVTY.N;31-33;B+;NULL;B+;B+;68,02757382;NULL;71,35684593;71,35684593;66,77487425;NULL;77,43339778;77,43339778;75,1490616;NULL;64,10816675;64,10816675;56,3016452;NULL;69,74517285;69,74517285;100;NULL;100;100
.SPX;SBA COMMUNICATIONS CL A ORD;SBAC.OQ;53;B;B+;B+;B+;61,27069185;71,12664451;71,12664451;71,12664451;67,2129843;65,24584222;65,24584222;65,24584222;46,02914234;81,77925088;81,77925088;81,77925088;69,55274656;66,72848471;66,72848471;66,72848471;100;100;100;100
.SPX;STARBUCKS-T ORD;SBUX.OQ;72;B;B;B;B+;62,18121486;62,80640439;66,08278513;68,66547641;66,36939001;67,40000363;68,59593893;72,33606119;41,12069213;37,40389069;46,82349493;46,96693136;78,60150376;83,37542088;83,29340679;86,6573296;15,78947368;82,5;65,11627907;3,75
.SPX;CHARLES SCHWAB ORD;SCHW.N;52;C+;C+;B-;B-;49,52888995;43,70361798;54,02108695;54,02108695;60,32400576;59,45709794;68,99316436;68,99316436;50,02317614;39,28248098;51,88970598;51,88970598;17,49501744;14,09761253;18,98206489;18,98206489;61,66666667;28,125;73,95833333;73,95833333
.SPX;SHERWIN WILLIAMS ORD;SHW.N;31-33;A-;A-;B+;B+;77,89328616;76,63075621;74,93148351;74,93148351;65,05809823;64,20841585;67,29494221;67,29494221;88,53773707;83,68272902;73,43296497;73,43296497;84,17860425;84,55358231;83,10405721;83,10405721;100;100;21,81818182;21,81818182
.SPX;JM SMUCKER ORD;SJM.N;31-33;B+;B+;B;B;72,75879182;68,0949501;66,61427328;63,56050843;82,95610824;80,39629156;72,92607185;66,2176975;68,30276898;54,55678127;65,8345005;61,15009042;60,79272466;61,08057229;57,40917096;61,57813188;100;100;100;77,39726027
.SPX;SCHLUMBERGER ORD;SLB.N;21;A-;A-;A;A-;75,16569786;76,76277995;83,94129807;82,93504965;72,93109516;79,12902491;87,06043328;86,10609768;71,66666667;71,66666667;75;75;80,88895457;78,24631177;87,80289348;85,87086223;90;91,66666667;100;31,25
.SPX;SNAP ON ORD;SNA.N;31-33;NULL;C+;C+;C+;NULL;43,6624249;46,60548936;46,60548936;NULL;52,40909551;55,7830996;55,7830996;NULL;56,51256862;57,15228719;57,15228719;NULL;23,39742427;27,78910221;27,78910221;NULL;100;100;100
.SPX;SYNOPSYS ORD;SNPS.OQ;54;B;B+;B+;B;61,90052765;70,15866821;74,35691065;64,26838544;55,11348792;63,31639565;67,19292546;64,92848828;78,94520396;75,94561161;80,97118313;61,15046066;24,5662577;70,50871329;72,87262654;72,7667284;100;100;100;100
.SPX;SOUTHERN ORD;SO.N;22;B+;B;B;B;68,69548121;64,64131004;63,96686147;63,96686147;61,21239391;55,71847816;61,37145098;61,37145098;81,61041024;86,67271163;85,37492465;85,37492465;66,82082501;58,50500407;53,35860881;53,35860881;40,90909091;68,57142857;75;75
.SPX;SIMON PROPERTY GROUP REIT;SPG.N;53;B+;B;B;B;68,4938297;65,29982032;61,79784637;61,79784637;67,17548942;66,15598007;61,73854755;61,73854755;65,61636351;66,90907113;56,1938919;56,1938919;72,02117932;63,23145772;66,64895734;66,64895734;100;100;100;100
.SPX;S&P GLOBAL INC ORD;SPGI.N;51;A;A;A-;A;87,30828713;86,38847567;83,04226603;83,56741542;94,54225597;94,77017756;88,62067866;88,00611594;84,32140269;80,84043005;78,18712179;80,65521398;78,37040112;79,01432311;79,79536965;79,62531335;100;65,625;23,91304348;73,68421053
.SPX;SEMPRA ENERGY ORD;SRE.N;22;A-;B+;B+;B+;76,20109582;73,03213024;68,98577493;68,98577493;84,91241317;84,83715897;82,37804681;82,37804681;62,33305205;56,38389308;63,41202867;63,41202867;76,96877485;72,88085022;61,41808414;61,41808414;100;58,33333333;100;100
.SPX;STERIS ORD;STE.N;31-33;C+;C+;B-;B-;45,78373162;46,51571124;53,51353187;54,57985323;75,95838772;77,3175704;77,94258544;77,32285036;7,379826635;7,078014184;22,64811379;27,45090489;42,94217687;44,11981659;50,72888374;48,54557207;100;100;100;100
.SPX;STEEL DYNAMICS ORD;STLD.OQ;31-33;B-;B;B;B;55,36167318;58,70522229;59,87999683;59,87999683;43,00402801;45,11586994;45,30008842;45,30008842;73,00533789;70,20757325;74,07494475;74,07494475;57,18200525;66,21853924;66,6473703;66,6473703;100;100;100;100
.SPX;STATE STREET ORD;STT.N;52;A;A-;A-;A-;87,68106253;80,95355888;79,81671395;79,81671395;79,85631936;77,89240127;76,12502326;76,12502326;94,69236249;82,35711957;82,85265555;82,85265555;86,33526569;84,89161503;80,08833424;80,08833424;100;100;100;100
.SPX;SEAGATE TECHNOLOGY HOLDINGS PLC ORD;STX.OQ;31-33;B-;B-;B;B-;56,38604861;57,33973915;60,27748386;53,67841168;69,80058646;68,37234821;66,70009321;64,32200636;42,75641026;47,58733911;56,27981947;34,20531849;44,03450363;45,43283582;51,33029714;54,26883088;100;100;100;11,53846154
.SPX;CONSTELLATION BRANDS CL A ORD;STZ.N;31-33;C;C+;C;C;35,28767806;41,87140107;38,39439955;35,1274309;47,28427199;59,6917244;56,96363354;52,55869553;11,43939933;18,01708648;15,81228317;26,64947283;36,77757428;34,4420011;28,75719815;15,48059692;100;46,15384615;58,82352941;100
.SPX;STANLEY BLACK AND DECKER ORD;SWK.N;31-33;NULL;B+;A-;A-;NULL;73,55059482;80,38386649;80,38386649;NULL;77,00704246;84,28450523;84,28450523;NULL;45,08937982;60,04950134;60,04950134;NULL;93,4917849;93,06736178;93,06736178;NULL;100;1,5625;1,5625
.SPX;SKYWORKS SOLUTIONS ORD;SWKS.OQ;31-33;B-;C+;C+;B-;54,63995647;49,04896358;49,93533876;57,61886137;56,09786426;54,6897632;48,96067047;61,20722158;66,78922777;52,40973646;52,68929961;67,66530038;42,51094051;38,49222003;48,98054028;44,31283358;100;100;100;100
.SPX;SYNCHRONY FINANCIAL ORD SHS;SYF.N;52;B+;B;B;B;66,80764805;64,11363765;61,97825214;61,97825214;75,50860374;78,37180807;73,04458838;73,04458838;72,32106254;59,1385048;60,81713214;60,81713214;23,05415335;27,43999387;26,76367179;26,76367179;100;100;100;100
.SPX;STRYKER ORD;SYK.N;31-33;B;A-;A-;A-;65,46696576;75,71735938;80,80482591;80,80482591;72,78249138;76,70347428;82,77100224;82,77100224;75,87023468;82,89681796;90,00423402;90,00423402;22,53401361;57,55055252;55,54438244;55,54438244;100;25;58,06451613;58,06451613
.SPX;SYSCO ORD;SYY.N;42;B;B+;B+;B+;66,28164474;68,2995698;74,35653131;74,35653131;75,65438112;75,4383054;71,9579009;71,9579009;40,40989596;53,06223953;81,39890161;81,39890161;79,9409464;73,11833596;70,3341721;70,3341721;66,07142857;100;33,33333333;33,33333333
.SPX;AT&T ORD;T.N;51;B+;B+;A-;A-;73,70316638;72,17880626;80,64359425;80,64359425;93,84294627;92,75108342;91,91207625;91,91207625;28,61416821;26,42338173;61,03174603;61,03174603;79,83040645;78,0439103;76,74657015;76,74657015;11,36363636;3,658536585;3,125;3,125
.SPX;MOLSON COORS BREWING NONVTG CL B ORD;TAP.N;31-33;B;B;B;B;64,44253001;63,93582129;66,56542047;66,56542047;67,02819344;66,06126088;67,2327848;67,2327848;64,00894985;65,82392493;72,22214706;72,22214706;60,84155702;59,10536223;60,82880759;60,82880759;10;32,35294118;26,92307692;26,92307692
.SPX;TRANSDIGM GROUP ORD;TDG.N;31-33;C;C;C;C+;38,54485487;39,51085392;34,94039813;47,54465659;40,46392477;41,37604253;36,70218043;47,51773761;47,97175321;43,57055871;36,59588706;59,40597415;22,14262187;30,52711994;29,42628533;31,41989199;100;100;100;100
.SPX;TELEDYNE TECH ORD;TDY.N;31-33;C;NULL;C;C;39,75863619;NULL;39,2789639;39,2789639;39,70536312;NULL;41,2824706;41,2824706;74,88505436;NULL;55,41376493;55,41376493;12,78270874;NULL;25,19798957;25,19798957;100;NULL;100;100
.SPX;BIO-TECHNE CORP;TECH.OQ;31-33;B-;B;A-;B;55,90887897;64,34329721;78,30380744;65,41473679;90,11215132;89,66332021;90,0819573;88,05078813;45,27935303;67,41279136;84,43565736;60,43049473;25,10869565;25,13502455;53,00922774;41,95516304;100;100;100;100
.SPX;TE CONNECTIVITY ORD;TEL.N;31-33;B+;B+;B+;B;69,86913472;69,93342735;71,01040781;65,25929052;76,0050694;77,1688462;76,01087011;76,41229199;70,38070966;68,82111183;75,54030305;55,4223211;62,73874549;62,9549919;61,77202704;61,27107826;100;100;100;100
.SPX;TERADYNE ORD;TER.OQ;31-33;B-;C+;B-;B-;53,17315063;44,14003563;53,83258254;53,83258254;59,30987912;56,20212357;64,90956831;64,90956831;63,37913888;35,67111653;65,19783296;65,19783296;36,23015873;34,6120973;29,13068509;29,13068509;100;100;100;100
.SPX;TRUIST FINANCIAL CORP ORD;TFC.N;52;B+;B+;A-;A-;69,92929921;69,96671888;75,9867879;75,9867879;75,7134027;79,8222898;82,03572627;82,03572627;69,09187903;68,48360137;74,51001273;74,51001273;52,09982656;39,72754615;58,84349366;58,84349366;100;100;76,54320988;76,54320988
.SPX;TELEFLEX ORD;TFX.N;31-33;B;B;B+;B+;63,90462499;65,19126184;74,91995531;74,91995531;82,64150732;83,41089427;84,98229687;84,98229687;49,17716894;49,40325165;72,87611011;72,87611011;42,59868421;47,61732077;50,90944566;50,90944566;100;100;54,03225806;54,03225806
.SPX;TARGET ORD;TGT.N;44-45;A-;A;A;A;81,83599844;85,30789009;83,7649233;86,17272866;93,94165661;93,44189031;91,9721488;90,38106926;56,83573231;72,55564221;70,60940325;80,32019465;96,40399075;90,42807329;89,26405226;87,96196875;50;33,33333333;72,22222222;1,785714286
.SPX;TJX ORD;TJX.N;44-45;B;B+;B+;B+;62,71734386;68,54761353;67,19018897;67,03508051;86,5659283;87,63037814;86,83005154;76,02230682;27,41312046;28,05405307;26,95258188;37,94160584;75,32388664;92,76307632;90,45323104;90,00415615;100;100;72,22222222;32,14285714
.SPX;THERMO FISHER SCIENTIFIC ORD;TMO.N;31-33;B+;B+;B+;B+;68,36975777;73,95638305;69,26389679;69,26389679;85,58761259;86,05316295;82,62102635;82,62102635;43,73046921;58,10786598;49,58683276;49,58683276;72,58928571;73,78729065;73,74284701;73,74284701;100;100;54,03225806;54,03225806
.SPX;T-MOBILE US INC;TMUS.OQ;51;B-;B;B-;B-;55,59614794;60,08031624;57,90173719;57,90173719;64,88142327;66,2046782;63,22149503;63,22149503;24,82280304;30,09392594;31,44015806;31,44015806;71,44555147;83,17202337;78,50066229;78,50066229;97,72727273;8,536585366;11,45833333;11,45833333
.SPX;TAPESTRY INC ORD;TPR.N;31-33;B;B+;B+;B-;63,33797986;71,52396912;68,51747463;58,23707691;81,42649501;79,8049753;78,12137238;76,10175212;40,11603194;63,86234116;56,48259392;31,20340432;69,58517536;68,44498911;71,24524104;72,60514384;100;100;100;100
.SPX;TARGA RESOURCS;TRGP.N;48-49;B-;B-;B;B;51,73793404;56,17269434;59,88668115;59,88668115;38,69049131;45,58664206;42,32175702;42,32175702;49,58214516;59,28960434;78,21319403;78,21319403;69,49120708;66,40595903;65,59072049;65,59072049;100;100;100;100
.SPX;TRIMBLE INC ORD;TRMB.OQ;51;C+;B;B-;B-;48,08284843;61,26132181;57,34331703;57,34331703;79,81773122;83,50744866;80,48950246;80,48950246;16,31340433;39,73178227;33,93761972;33,93761972;62,89012818;69,17183022;68,92418322;68,92418322;100;100;100;100
.SPX;T ROWE PRICE ORD;TROW.OQ;52;B+;B-;B-;B-;67,98713553;51,22177028;54,72037672;54,72037672;76,46649476;74,44289886;72,58542437;72,58542437;66,74875971;32,44932072;41,01071034;41,01071034;48,24722892;48,43342538;50,13246385;50,13246385;100;100;100;100
.SPX;TRAVELERS COS INC/THE ORD;TRV.N;52;B;B;B+;B+;64,39083885;60,39783325;68,44534297;68,44534297;69,75970662;69,23193319;67,03998551;67,03998551;69,03141954;58,49612184;73,91554484;73,91554484;31,67805959;35,18361768;56,95348844;56,95348844;100;100;100;100
.SPX;TRACTOR SUPPLY ORD;TSCO.OQ;42;B+;A-;A-;A-;73,98723437;77,68483029;77,4522432;77,4522432;70,34493007;70,92302186;70,90316828;70,90316828;71,68825318;82,49013728;83,12092961;83,12092961;86,67920629;83,10045728;80,66837021;80,66837021;100;100;47,56097561;47,56097561
