legalentityidentifier;obligorname
OOFUC4B6ULJE1F6E7S02;Bell Aliant Regional Communications Limited Partnership
549300JVQR4N1MMP3Q88;CSX Corp.
3SOUA6IRML7435B56G12;Exelon Corp.
4P4N3ORD02UGQT1T1W12;Marubeni Corp.
2YD5STGSJNMUB7H76907;Mosaic Co. (The)
KUTUVC11L8A25EW5LZ75;Mosaic Global Holdings Inc.
YH65D4JBECK76IFEJ279;PECO Energy Co.
549300ZC1GPV35XYDK53;Bio-Rad Laboratories Inc.
5299001HL0TU7X15HK51;China Resources Land Limited
54930035UDEIH090K650;Conagra Brands Inc.
213800WQD8ECPZP9PH98;Next PLC
529900J1H07NIORMXS95;Evonik Degussa GmbH
41GUOJQTALQHLF39XJ34;Evonik Industries AG
ZQUIP1CSZO8LXRBSOU78;Dow Chemical Co. (The)
549300S8HVUSEU3JBY60;RioCan Real Estate Investment Trust
QE84C8O80MNLK8IFRL44;Union Carbide Corp.
96950032TUYMW11FB530;Alstom S.A.
SO0H5YEO14Y4PVKQH532;Maxim Integrated Products, Inc.
549300KZDJZQ2YIHRC28;Broadridge Financial Solutions Inc.
N134NUJDWN8UEFA8B673;IDACORP Inc.
TN0LL73P2C8X3W6KM391;Idaho Power Company
549300GCJNC7HDN3YK51;Starhill Global Real Estate Investment Trust
529900KCNFQU5OJH7L33;Telekom Austria AG
5493003UOETFYRONLG31;Reliance Industries Ltd.
549300T0GJTEK811VI53;Allergan Finance LLC
5493008LN3O1DIDTSH67;Loblaw Companies Ltd.
213800BXKQ9KZNUR1M61;Derwent London PLC
549300KQ7DCG4IXSNW78;Metro Inc.
TJ88LXZZW5PWIN93ZC81;Sociedad Quimica y Minera de Chile, S.A.
724500Q41FHN0P1GPC53;PostNL N.V.
549300WA2HB7776CB324;Industrias Penoles, S. A. B. de C. V.
5493000QYMPFRTEY4K28;NEC Corp.
213800OCCFUN67NEY278;Tabcorp Holdings Ltd.
2HKVXE7U4NF5B6UGSU72;Spectra Energy Partners LP
988400U6RDXNJ5ZRN304;Hyundai Glovis Co. Ltd.
529900S8QNB101D40S72;Suedzucker AG
5299001X9L42HXEBCZ51;Metro AG (old before demerger)
213800PSSU2QXF1WLR89;Glencore International AG
25490092BD1ODAYUIH40;Majid Al Futtaim Holding LLC
GA3JGKJ41LJKXDN23E90;AutoZone Inc.
57VG5X0E00X0QJU7CQ58;Coca-Cola Consolidated, Inc.
8JB38FFW1Y3C1HM8E841;National Fuel Gas Co.
635400LZ2CNQFYRJYT65;Porterbrook Rail Finance Ltd.
6HL0C5LCIE4TN8UZHL06;TC PipeLines, LP
5493008JKH5SOTI0JS97;National Retail Properties Inc.
2138007ZFQYRUSLU3J98;InterContinental Hotels Group PLC
1FRVQX2CRLGC1XLP5727;Marathon Oil Corporation
549300HDLRTPBQU69P29;Waste Connections Inc.
2138008K14474WPKZ244;Tate & Lyle PLC
549300OWFMSO9NYV4H90;British Telecommunications PLC
213800LRO7NS5CYQMN21;BT Group PLC
254900DM0V7OCPDUUC55;Axiata Group Berhad
5493001NEDZNIFRP2R92;Cox Communications Inc.
TVRMNZKRGA8LPW6XPG60;Cox Enterprises Inc.
549300RO2XES74KQGG63;Exelis Inc.
549300DF5MV96DRYLQ48;Xylem Inc.
POOXSI30AWAQGYJZC921;Church & Dwight Co. Inc.
988400W1BFY9SW869Y46;POSCO Engineering & Construction Co. Ltd.
NI14Y5UMU60O7JE9P611;Adecco Group AG
5493007X3230PPPZFF40;PTT Global Chemical Public Company Limited
213800DJ6EAWQWMEX870;UK Power Networks Services Holdings Ltd.
5KYC8KF17ROCY24M3H09;Paramount Global
ORQTRC074CWLT3DKHT41;Ventas Inc.
32SXKSJ72K64GM3HOU64;Ventas Realty L.P.
R7NJHU48LTCIOB9BVU57;Chorus Ltd.
5493004LGN656HWLDA30;Enterprise Products Operating LLC
K4CDIF4M54DJZ6TB4Q48;Enterprise Products Partners L.P.
549300K2RLMQL149Q332;O'Reilly Automotive Inc.
2549007U6NAP46Q9TU15;Southern Copper Corp.
CZ72ZHBVKZXQRV3XFE26;Ovintiv Canada ULC
VA8DFMRI2GY8Y7V79H93;Brookfield Renewable Partners L.P.
54930003T4SXCIWVXY35;Roper Technologies Inc.
549300YO0JZHAL7FVP81;Koninklijke KPN N.V.
549300FFKMN9OW536A14;Northwest Pipeline LLC
WUURD1P1N0874ONXXO03;Williams Partners LP
969500081CGAXB7YS433;Mercialys
VKK0MPV38Z2HLVVXMG92;CareFusion Corp.
549300B8P6MUJ1YWTS08;Carrefour S.A.
5493002W3L9YICM6FU21;Pembina Pipeline Corp
81560076E3944316DB24;A2A SpA
5493002NKD14ZZMEJF98;Shenzhen International Holdings Limited
YJKE4YIT6BWQHVEW0D14;Toro Co. (The)
9695000EHMS84KKP2785;Arkema S.A.
549300PXDEUZK6TQE635;Telefonica Chile S.A.
549300GKFVWI02JQ5332;Abertis Infraestructuras S.A.
9695004S3RCE0Q5V8G28;Holding d'Infrastructures de Transport S.A.S.
5521FA2ITF25TVH63740;Plains All American Pipeline L.P.
969500U2ZH7ARB744A12;Sanef
894500NRRR2AA604MQ37;Compania de Petroleos de Chile COPEC S.A.
549300DAS54SITV58008;QPH Finance Co. Pty. Ltd.
549300Q3IDJYG6Z7PA50;Empresas Copec S.A. (E-Copec)
5493005JBO5YSIGK1814;Phillips 66
549300PL8NDZD7C7DG27;Raizen Energia S.A.
5493000WQL3QP7QXX484;Raizen S.A.
549300E287ZOFT3C5Z56;Reliance Steel & Aluminum Co.
5299005MZ4WZECVATV08;Martin Marietta Materials Inc.
ZXJ6Y2OSPZXIVGRILD15;Ryder System Inc.
635400TTYKE8EIWDS617;Securitas AB
549300DI34BGS8LVKW95;Washington Real Estate Investment Trust
549300CPMRB10DJCGR88;SEMCO Energy Inc.
2594008YSYXYOTBSQL93;Polish Oil & Gas Company SA (PGNiG)
254900HDCDZOD6A9E060;Perth Airport Pty Ltd.
5493005D04NMMCMCB212;Post Apartment Homes L.P.
ZYBKTO4QH1PR5YNN5N40;Post Properties Inc.
5493006P2JR3BN5MZF46;Pentair Inc.
213800K4OJF8DKATLT41;Dubai Electricity and Water Authority
2138002658CPO9NBH955;Glencore PLC
RVJMT2IZVVSKIRJJBH76;Phillips 66 Co.
FRKKVKAIQEF3FCSTPG55;Autodesk, Inc.
213800Z8NOHIKRI42W10;STMicroelectronics N.V.
OZ7UA8IXAIFILY2VZH07;Laboratory Corporation of America Holdings
213800C5H514C3AD9V36;Affinity Water Ltd.
WD6L6041MNRW1JE49D58;Tyson Foods Inc.
549300U887W9KQ615Q32;Tyson Fresh Meats Inc.
549300AUF1TMBQMGFN66;Arc Infrastructure Pty Ltd.
ZSN2LWNPYW6ISMRUC664;Origin Energy Ltd.
549300IOJASF7KPJ2R34;Viterra Inc.
SODDIORBUCWXMHSFJ978;Empire District Electric Co.
549300N94L4D5NDBFG97;Prosegur Compania De Seguridad S.A.
XRZQ5S7HYJFPHJ78L959;Ameren Corp.
RC71E2BZ6UOMFPDJSE79;Ameren Illinois Company
QMPJLLDULY5C1M8PNY21;Union Electric Co. d/b/a Ameren Missouri
549300IA9XFBAGNIBW29;CMS Energy Corp.
549300NUB6D2R1ITYR45;Hasbro Inc.
WHENKOULSSK7WUM60H03;Whirlpool Corp.
T6IZ0MBEG5ACZDTR7D06;Welltower Inc.
5299006MN50OZJUJI655;Newcrest Mining Ltd.
549300LCJ1UJXHYBWI24;LUKOIL PJSC
529900SKHHNI5HVI0Y66;Transportadora de Gas del Peru S.A.
5493004CKJQ7H391LM41;Falabella S.A.
5493009ZGZJJ8F77JN08;Valmont Industries Inc.
9,598E+19;Ferrovial Emisiones S.A.
6UBEZRWZ2YF7GIBY6C92;Perrigo Company
549300LXPJYR2LHEBV10;Glencore Canada Corp.
5493007MYGFSLOZGT937;Choice Properties Real Estate Investment Trust
XRCBIIVYC7OYQ5IGZZ62;Trane Technologies Company LLC
549300UCF0D858BIOV83;Trane Technologies Global Holding Co. Ltd.
549300BURLR9SLYY2705;Trane Technologies PLC
9598004A3FTY3TEHHN09;Amadeus IT Group S.A.
2549007VY3IWUVGW7A82;Enel Colombia S.A E.S.P.
549300FQZKFR5YNSHZ21;Mid-America Apartment Communities, Inc.
549300FXWGE3QSYCUJ38;Mid-America Apartments, L.P.
549300YWBWWXOPOSH694;Hero Asia Investment Limited
549300HHVBQRQUVKKD91;Otter Tail Power Company
2138004HKKAKJNDRF630;GELF European Holdings (Lux) S.a.r.l.
2138001KA151NPK6DQ54;Goodman European Partnership
549300J4SXC5ALCJM731;Ferrovie dello Stato Italiane S.p.A
8156009414FD99443B48;Hera SpA
988400CVMDSI9SFN5960;SK Geo Centric Co., Ltd.
5299005A2ZEP6AP7KM81;Vonovia SE
3MGELCRSTNSAMJ962671;Black Hills Corp.
549300WSKCZZU2LB2X28;Black Hills Power Inc.
ZIIGTYKL9T0X3HLTDX53;Highwoods Properties Inc.
JUJNVZX73BIYHLR58F51;Highwoods Realty L.P.
96950077L0TN7BAROX36;Capgemini SE
GIE4CCPBJDI8SMV1OX95;Steelcase Inc.
259400TOMPUOLS65II22;Orange Polska S.A.
X0ST5BPF0CZG9FE5OV61;Viacom Inc.
JPO68XMABX4DR21BNE65;EE Ltd.
GOXNEVUM0LL78B1OS344;Westlake Corp.
254900FO1PHX49ZIGB14;Aeropuerto Internacional de Tocumen S.A.
254900NNPKP1J9XTSA53;Embotelladora Andina S.A.
549300FW3RGHPHT21D10;Sigma Alimentos, S.A. de C.V.
635400FWJZQC1IPYUH69;Allergan plc
549300K5VIUTJXQL7X75;Algonquin Power & Utilities Corp.
549300UN1FEYPC5BKW09;Liberty Utilities Co.
5493002PTIUMWQT6I495;Newmont Australia Ltd.
549300VSP3RIX7FGDZ51;Newmont Corporation
549300PMBK0JQL1TR317;Newmont USA Ltd.
7E0MZ0QJ747MW6UMUW55;Spectra Energy Capital LLC
549300SIOULUXXIDGA69;Texas Eastern Transmission LP
2X3624VST50Z5U73GU35;Westcoast Energy Inc.
549300IFOQS6R1QLY196;Perrigo Company plc
549300JXWH1UV5J0XV81;Fresnillo plc
549300WTBVUFUPSIWI20;Molex Electronic Technologies LLC
635400NTV7KC9RQ3ZL20;Global Switch Holdings Ltd.
969500LENY69X51OOT31;Veolia Environnement S.A.
549300IT8CIDW8V5KX72;Northland Power Inc.
529900QVUUH13RIZIR85;China State Construction International Holdings Limited
5493000FIKCC3ZDWTO77;Engie Energia Chile S. A.
VOBD35NEPH6WISIRTJ85;Teledyne FLIR LLC
254900ADE8GQHM5P2648;PLDT Inc.
54930042CRNE713E3Q67;W. P. Carey Inc.
254900E47KH1NFFKNF25;Duke Realty Corporation
2549009GZDBNY1KE9O81;Duke Realty L.P.
549300ZCGJ6T8YDJ4M34;Alfa S.A.B. de C.V.
S7DWAC87RDMPBF77GJ92;Lennox International Inc.
GI7UBEJLXYLGR2C7GV83;Fiserv Inc.
549300XKZR0LQQQG0F20;BioMed Realty L.P.
ERO1WSFOSR0JJ6CRQ987;ManpowerGroup Inc.
54930036474DURYNB481;Canadian Pacific Railway Co.
PQQ60KVT5SJX0ETQT497;Rock-Tenn Co.
549300IYGAS4GE6VDL07;Healthcare Trust of America Holdings LP
549300L0I14L7I0VLX84;Healthcare Trust of America, Inc.
549300EVR9D56WPSRP15;Pentair plc
HCTKJGUQOPZ5NBK7NP58;Citrix Systems Inc.
1LTUIZEFFT7MUIERI838;Dairy Farmers of America Inc.
TGC6XBYCUTZ0VPC4SF64;Duquesne Light Co.
4CUJ1D8WDXK9X7QI6B93;Duquesne Light Holdings Inc.
549300FPS0L2V2TAKK25;Rentokil Initial 1927 PLC
549300VN4WV7Z6T14K68;Rentokil Initial PLC
300300BOY64KRTGSL124;China National Gold Group Co., Ltd.
549300P8N0P6KDGTJ206;Citycon Oyj
549300FCDF2YXU4IM809;Rayonier Forest Resources LP
HGV8VDVNL0W6SF2U9C50;Rayonier Inc.
549300DPF7MAL5F6CR86;Transelec S.A.
213800TCZZU84G8Z2M70;Royal Mail plc
549300V7BXPWT6WIPR03;ENN Energy Holdings Ltd.
549300JJJIQXE6E1QY27;GNL Quintero S.A
529900ND5BL2CXRIPT15;NET4GAS s.r.o.
549300RV0WBR05UTDI91;2i Rete Gas SpA
549300WKILNGLP1C7131;Teranet Holdings LP
EWRDABCN7XBHM37LIA98;Beam Suntory Inc.
54930074QUY8RD0UZM08;Suntory Holdings Ltd.
5493007GMWK7ZHVQ5362;Interconexion Electrica S.A. E.S.P. (ISA)
213800A96KSNSCRFG383;Portsmouth Water Ltd.
549300OSW32RVX8CCZ87;Alimentation Couche-Tard Inc.
213800TSKOLX4EU6L377;Babcock International Group PLC
2138002RPWSUM3I11829;Indigo Infra S.A.S.
213800H5J9NKEXSUQX44;Indigo Group S.A.
549300WAUZKYD5PU9L16;Molnlycke Holding AB (publ)
261700EH54FYSTOM5P68;Pacific National Holdings Pty Ltd.
NNROIXVWJ7CPSR27SV97;Brenntag SE
UDTZ87G0STFETI6HGH41;Southwest Airlines Co.
549300RPTUOIXG4LIH86;Walgreens Boots Alliance, Inc
5493007I2KABJNYPD639;Danfoss A/S
549300JF6LPRTRJ0FH50;Kohl's Corp.
300300AXYUDVB5KCBS11;Shanghai Huayi (Group) Company
8945007UJK9KDKZE6M43;NSW Ports Finance Co. Pty. Ltd
529900EDYRQ6K25JEC80;Johnson Electric Holdings Limited
5299000RK70B5O2M7077;Santos Ltd.
3PPKBHUG1HD6BO7RNR87;Textron Inc.
08IRJODWFYBI7QWRGS31;Weyerhaeuser Co.
300300YYZEX168B0JH48;Qingdao City Construction Investment (Group) Limited
5493000WDH6A0LHDJD55;J.M. Smucker Co. (The)
549300TL5L4IG0H4FX64;Phillips 66 Partners LP
3003000M9CE5AW3G0O57;Beijing Capital Group Co., Ltd.
549300RSN9SFNT54IZ82;Transurban Queensland Finance Pty Ltd.
549300CXXI18B214UN80;Kilroy Realty Corp.
5493008CT3N3JR7P1552;Kilroy Realty L.P.
213800KBMEV7I92FY281;Kingfisher PLC
549300TJCKW4BRXPJ474;RPM International Inc.
54930032LHW54PQUJD44;Fortune Brands Home & Security, Inc.
5493000JW8DCO3T45R55;Baxalta, Incorporated
SQ95QG8SR5Q56LSNF682;Illumina, Inc.
529900TYYSRJH2VJSP60;Strabag SE
3003009M1GRD07UMUZ33;Shanghai Construction Group Co. Ltd.
635400J4NIUVAVTLFI63;Societa Metropolitana Acque Torino SpA
5493005044RTLQ5RZU70;Eesti Energia AS
K05C0SER542GQ6VLRO68;Cabot Corp.
969500B0S40FTUVKD182;Societe Fonciere Lyonnaise S.A.
549300JEB576INN13W07;WRKCo Inc.
969500P8M3W2XX376054;Covivio S.A.
3003009ZN0X3RFO4QY68;Shanghai Electric Power Company Limited
549300WBDIMT4TVGZ316;Columbia Property Trust Operating Partnership, L.P.
549300J5GYF2C9BGCC39;Columbia Property Trust, Inc.
300300TWTZYZK4ZONP37;Shenzhen Expressway Company Limited
529900OKTPKBG85F9502;Weichai Power Co. Ltd.
7YNCQQNDK8FBM9BBTK25;Flowers Foods Inc.
549300BX44RGX6ANDV88;Hewlett Packard Enterprise Co.
549300EIRQ0Z2B9C1W06;Cenovus Energy Inc.
529900JWLZAYET2ZGW20;Grupo Mexico, S.A.B. de C.V.
5493007M0RIN8HY3MM77;Bunge Ltd.
LONOZNOJYIBXOHXWDB86;Kellogg Co.
529900QIJIGPI0DRL085;Alstria Office REIT-AG
300300LL4GEB4XJNHL66;China National Bluestar (Group) Co. Ltd.
X0MIGH67XZCB7HL1A534;Life Storage LP
W9EE01AFDDF9DQCQZC68;Life Storage, Inc.
988400WBGY5WXY3KJ821;SK E&S Co. Ltd.
254900IUBW9OEOBCDL49;Baosteel Resources International Company Ltd.
54930042348RKR3ZPN35;Devon Energy Corp.
5493004J5Z0TZW83NU62;Brookfield Property Partners L.P.
549300LKH11TFCJLZK20;Enel Americas S.A.
529900MR3ZXRO3W6UX26;American Cs Communities Inc.
RDKVCX5HITZ2GPIR7153;American Cs Communities Operating Partnership L.P
TSI2PJM6EPETEQ4X1U25;Infineon Technologies AG
9884006EYA94IB2C3132;Hyundai Steel Company
2138004JBXWWJKIURC57;Pearson PLC
213800GU31L91IYHTU31;Northumbrian Water Group Ltd.
529900JY55CZKMJLCE09;Becle, S. A. B. de C. V
959800L8KD863DP30X04;Merlin Properties, Socimi, S.A.
529900ZOWF38Y0WTW989;Holcim Capital (Corporation) Ltd
5299007F7F8CGAOQTE77;Holcim Continental Finance Ltd
529900ZVR76PH8J7O010;Holcim European Finance Ltd.
529900FUP005UQVLPP26;Holcim Finance (Australia) Pty Ltd
5299000S6CKUYX6OXQ72;Holcim Finance (Belgium) S.A.
529900903AKHWR7B3X47;Holcim Finance (Canada) Inc.
529900XU3Z9D2HLBR716;Holcim Finance (Luxembourg) S.A.
529900NM9VPM9VGPVI25;Holcim GB Finance Ltd.
529900F1VOCPF50VSS07;Holcim Helvetia Finance Ltd
529900LGY9MK3P16NZ93;Holcim International Finance Ltd
5299009X3V0FTRX07P63;Holcim Overseas Finance Ltd
529900KU5LFL22MEGK07;Holcim Sterling Finance (Netherlands) B.V.
529900CXLAPDSXWXLL07;Holcim US Finance S.a r.l. & Cie S.C.S.
529900HSN547HAAJOP17;LafargeHolcim Albion Finance Ltd.
549300MU9YQJYHDQEF63;Fortive Corporation
02S2RPPVO9RP4NEU2740;Reynolds American Inc.
549300KDSERHTJOXUS80;ITT Inc.
529900V54UV5XQUK5S85;Telekom Finanzmanagement GmbH
549300Y5MFC4SW5Z3K71;Telefonica Emisiones S.A.U.
7245007FZS0M65WUGP67;Telefonica Europe B.V.
549300SRYJQ5X33NX219;Telefonica Participaciones S.A.U.
549300R8DACS3G0K8262;Bruce Power L.P.
529900H4DWG3KWMBMQ39;Aroundtown S.A.
B0I35MLPFXZSE70ASS73;Timken Co. (The)
529900KRXRGXL61SG039;Eagle Materials Inc.
549300CB86LH2IOKHH22;Healthcare Realty Trust
549300EWYRB8UULZD884;Seminole Tribe of Florida
JO5M6676RDJIZ2U8X907;Owens Corning
549300TD3EMSRRC0YH75;CCL Industries Inc.
8SVCSVKSGDWMW2QHOH83;BAE Systems PLC
254900A4AYEDRWYSE928;WH Group Ltd.
5493004NW4M4P8TMMK63;Air Lease Corp.
959800ZQW44V5U3SEZ73;Metrovacesa, S.A.
549300KI4PXDSINWI288;China National Chemical Corporation Limited.
549300D2K6PKKKXVNN73;A.P. Moller - Maersk A/S
54930075MZSSIB2TGC64;Imerys SA
549300ZX07JYMI8GHQ39;Penske Truck Leasing Co. L.P.
549300HD9Q1LOC9KLJ48;Zoetis Inc.
549300GYQIIJ3UXB7655;Husqvarna AB (publ)
MGCJBT4MKTQBVLNUIS88;Alexandria Real Estate Equities, Inc.
549300I9F52K06HPZX60;Vipshop Holdings Ltd.
N4BHALMXL3GMZKCUON55;Cameco Corp.
9598005HY5DEFPU2SM35;Prosegur Cash, S.A.
549300DOVZ3EDJB7O259;DXC Technology Company
549300GHKJCEZOAEUU82;Fastighets AB Balder
529900Y25S8NZIYTT924;HOCHTIEF AG
3003002HS6H57JTIFW38;Metallurgical Corporation of China Ltd.
213800Q5H1Q4B99WAX06;DBNGP Finance Co. Pty Ltd.
213800K6H2M9O3WB3B76;Energy Partnership (Gas) Pty Ltd.
549300O7A67PUEYKDL45;Electronic Arts Inc.
5493003VQJLE2QB8IF36;Colbun S.A.
HDBLS2Q6GV1LSKQPBS54;Albemarle Corp.
222100P6D3QKU33LZQ72;Carmila S.A.
549300FMWM53K9ULYT15;NEPI Rockcastle PLC
5493009U6H8DYLBF7R61;New Europe Property Investments PLC
988400G0X7SXITD3EI81;Hanwha Total Petrochemical Co., Ltd.
9884001BIEVM09M7AH02;Hankook Tire & Technology Co., Ltd
5493004EA6C9IHDZ7N66;STORE Capital Corporation
300300W9OF1ZRGUDVU96;Poly Development Holding Group Co. Ltd.
549300BZXZ66F6DTIF20;Universal Corp.
3QRVFYR22IUIEOORTK28;Dominion Energy South Carolina, Inc
R79SLLFVSC5Z3QOTN804;Public Service Co. of North Carolina Inc.
V8HA8TAJG10VL0G7B254;SCANA Corp.
213800RPBXRETY4A4C59;Severn Trent PLC
213800YQRUOQE9HPX193;South Staffordshire PLC
52990099A8H045CKYJ64;innogy
213800REBFN6T3PU8L97;Akelius Residential Property AB
815600FCE811AED89F43;MM SpA
213800BBUUWVDH9YI827;Unite Group PLC
635400BGCBXWHVIUMJ26;Liberty Living Finance PLC
3003007MIHT5J1ASMN19;Qingdao Conson Development (Group) Co. Ltd.
715K4H1JYF3O6JOK1411;Infraestructura Energetica Nova S.A.P.I de C.V.
3003002L2XDS3WZ74468;Yangzhou Urban Construction State-owned Assets Holding (Group) Co. Ltd.
5493000CZJ19CK4P3G36;MPLX LP
5299000EPC47VJQOFB81;Renesas Electronics Corporation
2TGYMUGI08PO8X8L6150;General Mills Inc.
7437003Y73DAKAXYJV21;DNA PLC
549300EJG376EN5NQE29;CVS Health Corporation
5493002QQ7GD21OWF963;Nutrien Ltd.
254900PC2NNG9BLIJO15;GLP Pte. Ltd.
GCT7RXJOGLXPV0NXZY22;Cadence Design Systems, Inc.
549300DN8D7YR73BKB57;Ausgrid Finance Pty Ltd.
959800A4TKVH6DJBDX18;ACS Servicios Comunicaciones y Energia S.L.
315700I4J1M1NKGWWY89;EP INFRASTRUCTURE A S
549300UXRTWGIBZQ4J67;Uniper SE
222100CO2ZOTEPGJO223;CPI Property Group S.A.
969500ICGCY1PD6OT783;Altarea SCA
9695004OAPTHOKN99645;Altareit SCA
RIMU48P07456QXSO0R61;Northrop Grumman Corp.
5493005I2Q9RFOYQ1Y16;EE Finance PLC
5493006VM2LKUPSEDU20;Informa PLC
213800KLMH5SP3247C87;UBM PLC
25490078APAXS5NZGF08;Vanke Real Estate (Hong Kong) Company Limited
254900Z8HAKTOQMNGH55;Charter Hall Prime Office Fund
549300THL27ZX07M7876;South Jersey Gas Co.
549300DJYWYT5VXLFA46;South Jersey Industries Inc.
529900A04GL02604LJ24;BevCo Lux Sarl
300300OIOEUPS107G663;Bright Food (Group) Co. Ltd.
969500N2QX5LGFFZ0I67;Covivio Hotels
3003001P24CZSBGLB979;Chongqing Nan'an Urban Construction & Development (Group) Co. Ltd.
3003007I92DEV5UY2F29;Wuxi Construction and Development Investment Co. Ltd.
254900C6X2D3TGF2CO98;GLP China Holdings Limited
8156004C04255952AB77;Beni Stabili SpA SIIQ
254900IS16Q1A2TQFN22;Logicor Financing S.a.r.l.
213800EKD193RVI9HL76;Tele 2 AB
2138003GUZRFIN3UT430;Workspace Group PLC
6354005FD8B3J4OSMC91;Gansu Provincial Highway Aviation Tourism Investment Group Co. Ltd.
3003002H0G2KDG6CR124;Wanhua Chemical Group Co. Ltd.
5493004Z9TCQW68YVL89;WestRock Company
549300DDU6FDRBIELS05;Fox Corp.
549300WH1375KZXLJ231;Valero Energy Partners LP
DKOVQUCDW4ZLYCUD4T55;Leggett & Platt Inc.
549300I7ROF15MAEVP56;Edison International
9R1Z5I36FERIBVKW4P77;Southern California Edison Co.
549300I1YSWNIRKBWP67;Verisk Analytics, Inc.
5493004MCF8JDC86VS77;Equifax Inc.
549300LDT5AP8S0NBM78;Alcon Inc
I2YOHH65IBBT53JFYQ52;Goldcorp Inc.
724500CDWM1CHYS8AP31;Koninklijke FrieslandCna N.V.
353800IDE3ULLSB2R846;AEON Mall Co. Ltd.
549300GTBVIBJRX5BW73;Spirit Realty L.P.
549300BMOJ05INE4YK86;Vornado Realty L.P.
549300GSODGFCDQ3DI89;Amcor PLC
549300Q9ID4640FE0422;Weibo Corporation
1Z5XNJ6GMBVHFWE2W878;L3 Technologies, Inc.
549300UTE50ZMDBG8A20;L3Harris Technologies Inc.
529900SDJHKRQWED6A16;Extra Space Storage Inc.
549300YNKSKNZFR8UC42;Extra Space Storage LP
988400LJMYZ3ZOXJVE47;Daelim Industrial Co., Ltd.
549300GLKVIO8YRCYN02;Keysight Technologies Inc.
549300HVTWB0GJZ16V92;JD.com Inc.
213800Y3B5GQFBGVHP79;Blackstone Property Partners Europe Holdings S.a r.l.
549300CJMQNCA0U4TS33;Worldline SA
30030000BZBULLNIS168;Beijing Haidian State-Owned Asset Investment Group Co. Ltd.
3003008EXBNO3RYMYI41;Jinjiang International Holding Co., Ltd.
549300NYSIH10FPUO363;TLG Immobilien AG
YA13X31F3V31L8TMPR58;Edwards Lifesciences Corp.
7437009ELUGUOA45V564;SATO Oyj
2617001JAII1WD34PJ72;CNH Industrial Capital Australia Pty Ltd.
549300CBVIZGSWHLQN67;ENMAX Corporation
2138004KW8BV57III342;Publicis Groupe S.A.
529900HHL7GDSBBX4835;Impulsora del Desarrollo y el Empleo en America Latina S.A.B. de C.V.
549300ONZ5IS6B6IMJ70;Digital Dutch Finco B.V.
549300JE3W6CWY2NAN77;Carrier Global Corporation
549300ZLBKR8VSU25153;Otis Worldwide Corporation
5493002GJ0NJP1HI0C79;Dollarama Inc.
724500M9BY5293JDF951;NXP Semiconductors N.V.
213800KYT12UFB2VE455;United Utilities PLC
213800RCUZO8NYF2KZ14;Wessex Water Services Ltd.
GKOMIK4RDJGHEF0VNP11;Sonoco Products Co.
213800QMTDYZ56UF6Y43;easyJet Airline Company Ltd.
2138001S47XKWIB7TH90;easyJet PLC
635400WKFIPCHCKVW376;Ryanair DAC
635400BR2ROC1FVEBQ56;Ryanair Holdings PLC
635400J73BDO4TTGXD45;EQUATE Petrochemical Co K.S.C.C.
NQZVQT2P5IUF2PGA1Q48;Emera Inc.
O7KLLUCLFHPD07BN2U20;TECO Energy Inc.
549300OCIP36QQ7MFK96;CFE International, LLC
4469000001BO4JEXZL32;El Puerto de Liverpool, S. A. B. de C. V.
8WPYYMBQVCE82VPJZ873;Tate & Lyle International Finance PLC
549300DXY3G299V1BO77;Agree Limited Partnership
549300RLHDA7VQYMUB14;Canadian Tire Corp. Ltd.
549300QXEHJXT6D53X16;CT Real Estate Investment Trust (REIT)
549300V9QSIG4WX4GJ96;Deutsche Telekom AG
529900ERDFHS6C1M4U58;Deutsche Telekom International Finance B.V.
5493002RGQ266FKERZ83;Frasers Centrepoint Trust
5493004Q6ZQIC4MCNJ08;Firmenich International SA
549300NNLSIMY6Z8OT86;ALLETE Inc.
529900LHT0GUDPEV3546;VTG AG
5299007SNPU312H4BJ59;VTG Finance S.A.
254900CDZB223OSB3H91;Wellington International Airport Ltd.
529900UIMQRKPFN6SV80;TRATON SE
5299003EYHISIDNLZQ19;BAIC Motor Corporation Limited
724500PIMPESBMB5Q552;ISS Finance B.V.
5299005CHJZ14D4FDJ62;Siemens Energy AG
529900F0AEX3776C0J76;Siemens Energy Global GmbH & Co. KG
9598004BR8D81D3M1D64;Siemens Gamesa Renewable Energy, S.A.
213800MY6QVH4FVLD628;Antofagasta Plc
5299001BUUGXAREGE533;Bertelsmann SE & Co. KGaA
3003005O7DXT61IXLJ96;Wens Foodstuff Group Co., Ltd.
549300OJ9VZHZRO6I137;Tractor Supply Company
549300D46DQVEU651W04;Genuine Parts Company
549300MSLO0DF0EMX355;Rexford Industrial Realty, Inc.
549300028US163ELJN70;Rexford Industrial Realty, L.P.
549300TJR3PR8EXILG79;Heimstaden Bostad AB
3003009Q8GV4VNKZWI24;Haidilao International Holding Ltd.
549300U8D7PT70B49V21;Broadstone Net Lease, Inc.
54930089IBT6J4WBTI50;Broadstone Net Lease, LLC
529900O5RR7R39FRDM42;H & M Hennes & Mauritz AB
724500GIEFJOBWGD0272;Imperial Brands Finance Netherlands BV
2138008L3B3MCG1DFS50;Imperial Brands Finance PLC
724500FLODI49NSCIP70;Technip Energies
549300VSMO9KYQWDND94;Teledyne Technologies Incorporated
